name,aliases,titles,wikiUrl,race,birth,death,gender,culture,hair,height,realm,spouse,_id
Lagduf,,,,Orcs,NaN,"March ,3019",Male,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa35)
Fire-drake of Gondolin,,,,Dragon,NaN,NaN,Male,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa36)
Angrim,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa37)
Angelimar,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa38)
Penlod,,,,Elves,NaN,FA 510,Male,,NaN,Tall,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa39)
Squint-eyed Southerner,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa3a)
Fimbrethil,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa3b)
Bill Ferny,,,,Men,"Late ,Third Age","Early ,Fourth Age",Male,,Brown (film),NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa3c)
Fastred of Greenholm,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa3d)
Falathar,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa3e)
Elfstan Fairbairn,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa3f)
Snaga (Two Towers orc),,,,Orcs,NaN,February 293019,Male,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa40)
Snaga,,,,Orcs,NaN,TA 3019,Male,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa41)
Smaug,,,,Dragons,"Unknown, first appeared in ,TA 2770","November 1 ,TA 2941",Male,,NaN,NaN,Lonely Mountain,NaN,ObjectId(5cdbdecb6dc0baeae48cfa42)
Seers,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa43)
Shelob,,,,Great Spiders,"Unknown, possibly during the ,First Age","Unknown, possibly TA 3019",Female,,NaN,Large and immense,Torech Ungol,NaN,ObjectId(5cdbdecb6dc0baeae48cfa44)
Shagrat,,,,Black Uruk,TA 2050,NaN,Male,,NaN,7'1,Cirith Ungol,NaN,ObjectId(5cdbdecb6dc0baeae48cfa45)
Scatha,,,,Dragons,NaN,TA 2000,Male,,None,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa46)
Salmar,,,,Ainur,Before the creation of Arda,Immortal,Male,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa47)
Sandyman,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa48)
Salgant,,,,Elves,NaN,Fate officially unknown,Male,,NaN,Short,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa49)
Saeros,,,,Elves,YT,FA 484,Male,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa4a)
Ruffian Leader,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa4b)
Roäc,,,,Raven,TA 2788,NaN,Male,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa4c)
Andwise Roper,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa4d)
Rog,,,,Elves,NaN,FA 510,Male,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa4e)
River-woman,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa4f)
Radbug,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa50)
Khîm,,,,Dwarves,NaN,FA 486,Male,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa51)
Khamûl,,,,"Men,Wraith",Second Age,NaN,Male,,White,NaN,"Rhûn,Dol Guldur,Sauron",NaN,ObjectId(5cdbdecb6dc0baeae48cfa52)
Irmo,,,,Ainur,"Before the creation of ,Arda",Immortal,Male,,NaN,NaN,NaN,Estë,ObjectId(5cdbdecb6dc0baeae48cfa53)
Eru Ilúvatar,,,,God,NaN,NaN,Male,,"Varies, White ",Varies,Timeless Halls,None,ObjectId(5cdbdecb6dc0baeae48cfa54)
Ilmarë,,,,Ainur,"Before the creation of ,Arda",NaN,Female,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa55)
Hurin (Warden of the Keys),,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa56)
Huan,,,,Wolfhound,First Age,FA 466,Male,,NaN,Horse-sized,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa57)
Estë,,,,Ainur,"Before the creation of ,Arda",Immortal,Female,,NaN,NaN,NaN,Irmo,ObjectId(5cdbdecb6dc0baeae48cfa58)
Éowyn,,,http://lotr.wikia.com//wiki/%C3%89owyn,Men,TA 2995,FO,Female,,Pale gold,Tall,NaN,Faramir,ObjectId(5cdbdecb6dc0baeae48cfa59)
Éomer,,,http://lotr.wikia.com//wiki/%C3%89omer,Men,TA 2990,FO 63,Male,,Dirty blond,Tall-6'6,Rohan,Lothíriel after the War of the Ring,ObjectId(5cdbdecb6dc0baeae48cfa5a)
Elwing,,,,Half-elven,FA 503,Still Alive,Female,,Dark,NaN,NaN,Eärendil,ObjectId(5cdbdecb6dc0baeae48cfa5b)
Eluréd and Elurín,,,,Elves,FA 500,FA 506,Male,,Possibly dark,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa5c)
Elros,,,,Half-elven,FA 532,SA 442,Male,,NaN,NaN,Númenor,Unnamed wife,ObjectId(5cdbdecb6dc0baeae48cfa5d)
Elmo,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa5e)
Egalmoth (elf),,,,Elves,NaN,FA 538,Male,,NaN,NaN,NaN,"Unknown, possibly none",ObjectId(5cdbdecb6dc0baeae48cfa5f)
Ecthelion of the Fountain,,,,Elves,NaN,FA 510,Male,,Dark,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa60)
Ebor,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa61)
Ossë,,,,Ainur,"Before the creation ,Arda",Immortal,Male,,NaN,NaN,NaN,Uinen,ObjectId(5cdbdecb6dc0baeae48cfa62)
Oromë,,,,Ainur,"Before the creation of ,Arda",Immortal,Male,,NaN,Varies,NaN,Vána,ObjectId(5cdbdecb6dc0baeae48cfa63)
Orleg,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa64)
Orcobal,,,,Orcs,NaN,FA 510,Male,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa65)
Old Man Willow,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa66)
Hild,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa67)
Herumor (Fourth Age),,,,Men,FO 41,NaN,Male,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa68)
Herumor,,,,Men,Second Age,NaN,Male,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa69)
Mat Heathertoes,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa6a)
Haldar,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa6b)
Haldad,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa6c)
Draugluin,,,,Werewolves,NaN,FA 465,Male,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa6d)
Dior,,,,Half-elven,"FA 470, ","FA 506, ",Male,,Possibly dark,NaN,Doriath,Nimloth,ObjectId(5cdbdecb6dc0baeae48cfa6e)
Dina Diggle,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa6f)
Daeron,,,,Elves,YT,NaN,Male,,"Dark ",NaN,NaN,None,ObjectId(5cdbdecb6dc0baeae48cfa70)
Óin (King of Durin's Folk),,,,Men,TA 2238,TA 2488,Male,,NaN,NaN,Grey Mountains,Unnamed wife,ObjectId(5cdbdecb6dc0baeae48cfa71)
Óin,,,,Dwarves,TA 2774,TA 2994,Male,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa72)
mar,,,,Ainur,"Before the creation of ,Arda",Immortal,Male,,NaN,Various,NaN,None,ObjectId(5cdbdecb6dc0baeae48cfa73)
bal,,,,Men,"Early ,First Age",NaN,Male,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa74)
Írimë,,,,Elves,YT,NaN,Female,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa75)
Írildë,,,http://lotr.wikia.com//wiki/%C3%8Drild%C3%AB,Men,SA 700,NaN,Female,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa76)
Éothain,,,http://lotr.wikia.com//wiki/%C3%89othain,Men,"Late ,Third Age",NaN,Male,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa77)
Éomund,,,http://lotr.wikia.com//wiki/%C3%89omund,Men,TA 2961,TA 3002,Male,,Blond,NaN,NaN,Théodwyn,ObjectId(5cdbdecb6dc0baeae48cfa78)
Éofor,,,http://lotr.wikia.com//wiki/%C3%89ofor,Men,"c. ,TA 2544",NaN,Male,,NaN,NaN,NaN,Unnamed wife,ObjectId(5cdbdecb6dc0baeae48cfa79)
Zamîn,,,,Men,"Early ,Second Age","Early Second Age ",Female,,White or grey,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa7a)
Yavanna,,,,Ainur,"Before the creation of ,Arda",Immortal,Female,,NaN,Varies,Pastures of Yavanna,Aulë,ObjectId(5cdbdecb6dc0baeae48cfa7b)
Tom Bombadil,,,,NaN,"Unknown, before the coming of Melkor","Unknown, possibly immortal",Male,,Brown,NaN,Old Forest,Goldberry,ObjectId(5cdbdecb6dc0baeae48cfa7c)
Bolg,,,,"Goblin,Orc",NaN,TA 2941,Male,,None,"8,4  Body weight = 190kg",NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa7d)
Boldog (Character),,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa7e)
Bodruith,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa7f)
Berúthiel,,,,Men,"Early  ,Third Age",NaN,Female,,NaN,NaN,Gondor,Tarannon Falastur,ObjectId(5cdbdecb6dc0baeae48cfa80)
Nienna,,,,Ainur,"Before the creation of ,Arda",Immortal,Female,,NaN,NaN,"Valinor,Halls of Nienna",None,ObjectId(5cdbdecb6dc0baeae48cfa81)
Nielíqui,,,,Ainur,unknown,Immortal,Female,,NaN,Various,NaN,None,ObjectId(5cdbdecb6dc0baeae48cfa82)
Nessa,,,,Ainur,"Before the creation of ,Arda",Immortal,Female,,NaN,Varies,Valinor,Tulkas,ObjectId(5cdbdecb6dc0baeae48cfa83)
Nellas,,,,Elves,NaN,NaN,Female,,NaN,NaN,NaN,None,ObjectId(5cdbdecb6dc0baeae48cfa84)
Nauglath,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa85)
Narvi,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa86)
Nahar,,,,Horse,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa87)
Mûmakil,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa88)
Muzgash,,,,Orc,NaN,"March ,3019",Male,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa89)
The Moth,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa8a)
Minastan,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa8b)
Meneldor,,,,Eagles,NaN,NaN,Male,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa8c)
Men,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa8d)
Melkor,,,,Ainur,"Before the creation of ,Arda",Immortal,Male,,Dark,Any size by choice,"Utumno,Angband,Middle-earth,Beleriand",NaN,ObjectId(5cdbdecb6dc0baeae48cfa8e)
Melian,,,,Ainur,"Before the creation of ,Arda","Did not die being a ,Maia returned to ,Valinor, after the death of her husband Thingol",Female,,Dark,NaN,Doriath,Thingol,ObjectId(5cdbdecb6dc0baeae48cfa8f)
Mauhúr,,,,Uruk-hai,3019,"February 29 ,3019",Male,,Black (film),NaN,"Isengard,Saruman",none,ObjectId(5cdbdecb6dc0baeae48cfa90)
Manwë,,,,Ainur,Before the Creation of Arda,Immortal,Male,,NaN,NaN,"Arda,Valinor",Varda,ObjectId(5cdbdecb6dc0baeae48cfa91)
Mandos,,,,Ainur,Before the creation of Arda,NaN,Male,,NaN,NaN,NaN,Vairë,ObjectId(5cdbdecb6dc0baeae48cfa92)
Gwaihir,,,,Great Eagles,NaN,NaN,Male,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa93)
Grishnákh,,,,Orc,NaN,"February 29 ,3019",Male,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa94)
Great Goblin,,,,Orcs,NaN,"July ,2941",Male,,Grey/white strands of hair (film),About nine feet (film),NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa95)
Gothmog (Lieutenant of Morgul),,,,Orc,NaN,"March 15, 3019 (film)",Male,,"white/gray, possibly light brown (film)","5'9"" - 6'4"" (film)","Minas Morgul,the Witch-King",None,ObjectId(5cdbdecb6dc0baeae48cfa96)
Gothmog,,,,"Maiar,Balrogs","Before the creation of ,Arda",FA 510,Male,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa97)
Gostir,,,,Dragons,NaN,NaN,Male,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa98)
"Gormadoc ""Deepdelver"" Brandybuck",,,,Hobbits,SR 1134,SR 1236,Male,,NaN,NaN,Buckland,Malva Headstrong,ObjectId(5cdbdecb6dc0baeae48cfa99)
Gorgol,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa9a)
Gorbag,,,,"Uruk-hai,Orc",NaN,"March 14 ,3019, slain by ,Shagrat",Male,,black,medium,Cirith Ungol,NaN,ObjectId(5cdbdecb6dc0baeae48cfa9b)
Golfimbul,,,,"Orc,Goblin","Unknown, before ,TA 2700",TA 2747,Male,,NaN,NaN,Mount Gram,None,ObjectId(5cdbdecb6dc0baeae48cfa9c)
Glaurung,,,,Dragons,Presumably after Morgoth's return to Angband,FA 501,Male,,None,Gigantic,NaN,None,ObjectId(5cdbdecb6dc0baeae48cfa9d)
Gimli (Elf),,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa9e)
Gilmith,,,,Half-elven,TA 2000,NaN,Female,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfa9f)
Cottar,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfaa0)
Cora Goodbody,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfaa1)
Carcharoth,,,,Werewolves,"Before the Creation of ,Arda",FA 466,Male,,Black with red stripes,Gigantic,Angband,NaN,ObjectId(5cdbdecb6dc0baeae48cfaa2)
Carc,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfaa3)
Calimmacil,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfaa4)
Barliman Butterbur,,,,Men,"Late ,Third Age","Early ,Fourth Age",Male,,Brown (movie),NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfaa5)
Witch-king of Angmar,,,,"Men,Wraith","Mid-,Second Age","March 15 ,3019",Male,,"Brown, graying, later white","7' 1"" (2.13 metres)","Angmar,Minas Morgul,Osgiliath",NaN,ObjectId(5cdbdecb6dc0baeae48cfaa6)
Wife of Barach,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfaa7)
Widow Rumble,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfaa8)
Will Whitfoot,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfaa9)
Watcher in the Water,,,,Urulóki,Possibly pre First Age,Unknown; possibly still alive,Most likely male,,None,Huge,Doors of Durin,Most likely none,ObjectId(5cdbdecb6dc0baeae48cfaaa)
Warg Matriarch,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfaab)
Vëannë,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfaac)
Varda,,,,Ainur,Before the creation of Arda,Immortal,Female,,NaN,NaN,Arda,Manwë,ObjectId(5cdbdecb6dc0baeae48cfaad)
Vairë,,,,Ainur,Before the creation of Arda,Immortal,Female,,NaN,NaN,"Valinor,Halls of Mandos",Mandos,ObjectId(5cdbdecb6dc0baeae48cfaae)
Ungoliant,,,,Great Spiders,NaN,"Possibly end of ,First Age",Female,,NaN,Enormous,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfaaf)
Ulrad,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfab0)
Ulmo,,,,Ainur,"Before the creation of ,Arda",Immortal,Male,,NaN,NaN,"Valinor,Ulmonan",None,ObjectId(5cdbdecb6dc0baeae48cfab1)
Uglúk,,,,Uruk-hai,3019,February 293019,Male,,Dark (movie),"6' 6"" (movie)",Isengard,None,ObjectId(5cdbdecb6dc0baeae48cfab2)
Ufthak,,,,Orc,NaN,3019,Male,,NaN,NaN,Cirith Ungol,None,ObjectId(5cdbdecb6dc0baeae48cfab3)
Daddy Twofoot,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfab4)
Tulkas,,,,Ainur,"Before the creation of ,Arda",Immortal,Male,,Golden,NaN,"Valinor,House of Tulkas",Nessa,ObjectId(5cdbdecb6dc0baeae48cfab5)
Beleg,,,,Elves,NaN,FA 489,Male,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfab6)
Beechbone,,,,Ents,NaN,"March 3 ,3019",Male,,Leafy-hair,Very tall,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfab7)
Barahir (Fourth Age),,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfab8)
Baldor,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfab9)
Balcmeg,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfaba)
Man in the Moon,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfabb)
"Malva ""Headstrong"" Brandybuck",,,,Hobbit,NaN,NaN,Female,,NaN,NaN,NaN,Gormadoc Brandybuck,ObjectId(5cdbdecb6dc0baeae48cfabc)
Malantur,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfabd)
Mallor (BOH),,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfabe)
Mablung,,,,Elves,NaN,FA 502,Male,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfabf)
Lungorthin,,,,Balrog,"Before the creation of ,Arda",First Age,Male,,Mane of red flame,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfac0)
Lugdush,,,,Uruk-hai," ,3019",February 293019,Male,,Dark,6'1 (film),NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfac1)
Letter 211,,,,NaN,SR 1313,Between SR 1401-1418,NaN,,NaN,3'8',NaN,Lilah Took,ObjectId(5cdbdecb6dc0baeae48cfac2)
Landroval,,,,Eagle,"Possibly ,First Age",Possibly still alive,Male,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfac3)
Gamil Zirak,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfac4)
Galdor of the Tree,,,,Elves,NaN,NaN,Male,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfac5)
Galathil,,,,Elves,NaN,NaN,Male,,NaN,NaN,NaN,Unnamed Wife,ObjectId(5cdbdecb6dc0baeae48cfac6)
Galador,,,,Half-elven,TA 2004,TA 2129,Male,,NaN,NaN,NaN,Unnamed wife,ObjectId(5cdbdecb6dc0baeae48cfac7)
Fíriel Fairbairn,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfac8)
Fuithluin,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfac9)
Fuinur,,,,Men,Second Age,NaN,Male,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfaca)
Fladrif,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfacb)
Broncho Stonecrow,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfacc)
Brodda,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfacd)
Bregalad,,,,Ents,TA 2519,NaN,Male,,Leafy-hair,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cface)
Tolman Gardner,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfacf)
"Tom, Bert, and William",,,,Stone-trolls,"Third Age, or before",NaN,Male,,None,About 13',NaN,None,ObjectId(5cdbdecb6dc0baeae48cfad0)
Tim,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfad1)
Thuringwethil,,,,Vampire,NaN,FA 465,Female,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfad2)
Thorondor,,,,Great Eagles,"Before the Creation of ,Arda",Immortal,Male,,NaN,30,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfad3)
Azog,,,,Orcs,NaN,TA 2799,Male,,none,8'5,"Moria,Mount Gundabad",NaN,ObjectId(5cdbdecb6dc0baeae48cfad4)
Aulë,,,,Ainur,"Before the creation of ,Arda",Immortal,Male,,NaN,NaN,NaN,Yavanna,ObjectId(5cdbdecb6dc0baeae48cfad5)
Asgon,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfad6)
Artamir,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfad7)
Ancalagon,,,,Dragons,Possibly before the Creation of Arda,FA 587,Male,,NaN,As tall as a mountain,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfad8)
Andvír,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfad9)
Amlach,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfada)
Aghan,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfadb)
Agathor,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfadc)
Aerandir,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,ObjectId(5cdbdecb6dc0baeae48cfadd)
Freda,,,http://lotr.wikia.com//wiki/Freda,Human,,,Female,,,,,,ObjectId(5cdbdf007ed9587226e79499)
Sharku,,,http://lotr.wikia.com//wiki/Sharku,Orc,,TA 3019,Male,,,,,,ObjectId(5cdbdf377ed9587226e7949a)
Madril,,,http://lotr.wikia.com//wiki/Madril,Human,,TA 3019,Male,,,,Gondor,,ObjectId(5cdbdf477ed9587226e7949b)
Gothmog,,,http://lotr.wikia.com//wiki/Gothmog,Orc,,TA 3019,,,,,,,ObjectId(5cdbdf807ed9587226e7949c)
Morwen,,,http://lotr.wikia.com//wiki/Morwen_(movie_character),Human,,,Female,,,,Rohan,,ObjectId(5cdbe1e17ed9587226e7949d)
Figwit,,,http://lotr.wikia.com//wiki/Figwit,Elf,,,Male,,,,Rivendell,,ObjectId(5cdbe3667ed9587226e7949e)
MINOR_CHARACTER,,,,Elf,,,Male,,,,,,ObjectId(5cdbe47d7ed9587226e7949f)
MINOR_CHARACTER,,,,,,,,,,,,,ObjectId(5cdbe49b7ed9587226e794a0)
Éothain,,,http://lotr.wikia.com//wiki/Éothain_(film_character)t,Human,,,Male,,,,Rohan,,ObjectId(5cdbe73516d496d2c2940848)
